date,week_id,event_name_1,event_type_1,event_name_2,event_type_2,snap
2011-05-31,11118,NBAFinalsStart,Sporting,,,0
2011-06-01,11118,,,,,1
2011-06-02,11118,,,,,1
2011-06-03,11118,,,,,1
2011-06-04,11119,,,,,1
2011-06-05,11119,,,,,1
2011-06-06,11119,,,,,1
2011-06-07,11119,,,,,1
2011-06-08,11119,,,,,1
2011-06-09,11119,,,,,1
2011-06-10,11119,,,,,1
2011-06-11,11120,,,,,0
2011-06-12,11120,NBAFinalsEnd,Sporting,,,0
2011-06-13,11120,,,,,0
2011-06-14,11120,,,,,0
2011-06-15,11120,,,,,0
2011-06-16,11120,,,,,0
2011-06-17,11120,,,,,0
2011-06-18,11121,,,,,0
2011-06-19,11121,Father's day,Cultural,,,0
2011-06-20,11121,,,,,0
2011-06-21,11121,,,,,0
2011-06-22,11121,,,,,0
2011-06-23,11121,,,,,0
2011-06-24,11121,,,,,0
2011-06-25,11122,,,,,0
2011-06-26,11122,,,,,0
2011-06-27,11122,,,,,0
2011-06-28,11122,,,,,0
2011-06-29,11122,,,,,0
2011-06-30,11122,,,,,0
2011-07-01,11122,,,,,1
2011-07-02,11123,,,,,1
2011-07-03,11123,,,,,1
2011-07-04,11123,IndependenceDay,National,,,1
2011-07-05,11123,,,,,1
2011-07-06,11123,,,,,1
2011-07-07,11123,,,,,1
2011-07-08,11123,,,,,1
2011-07-09,11124,,,,,1
2011-07-10,11124,,,,,1
2011-07-11,11124,,,,,0
2011-07-12,11124,,,,,0
2011-07-13,11124,,,,,0
2011-07-14,11124,,,,,0
2011-07-15,11124,,,,,0
2011-07-16,11125,,,,,0
2011-07-17,11125,,,,,0
2011-07-18,11125,,,,,0
2011-07-19,11125,,,,,0
2011-07-20,11125,,,,,0
2011-07-21,11125,,,,,0
2011-07-22,11125,,,,,0
2011-07-23,11126,,,,,0
2011-07-24,11126,,,,,0
2011-07-25,11126,,,,,0
2011-07-26,11126,,,,,0
2011-07-27,11126,,,,,0
2011-07-28,11126,,,,,0
2011-07-29,11126,,,,,0
2011-07-30,11127,,,,,0
2011-07-31,11127,,,,,0
2011-08-01,11127,Ramadan starts,Religious,,,1
2011-08-02,11127,,,,,1
2011-08-03,11127,,,,,1
2011-08-04,11127,,,,,1
2011-08-05,11127,,,,,1
2011-08-06,11128,,,,,1
2011-08-07,11128,,,,,1
2011-08-08,11128,,,,,1
2011-08-09,11128,,,,,1
2011-08-10,11128,,,,,1
2011-08-11,11128,,,,,0
2011-08-12,11128,,,,,0
2011-08-13,11129,,,,,0
2011-08-14,11129,,,,,0
2011-08-15,11129,,,,,0
2011-08-16,11129,,,,,0
2011-08-17,11129,,,,,0
2011-08-18,11129,,,,,0
2011-08-19,11129,,,,,0
2011-08-20,11130,,,,,0
2011-08-21,11130,,,,,0
2011-08-22,11130,,,,,0
2011-08-23,11130,,,,,0
2011-08-24,11130,,,,,0
2011-08-25,11130,,,,,0
2011-08-26,11130,,,,,0
2011-08-27,11131,,,,,0
2011-08-28,11131,,,,,0
2011-08-29,11131,,,,,0
2011-08-30,11131,,,,,0
2011-08-31,11131,Eid al-Fitr,Religious,,,0
2011-09-01,11131,,,,,1
2011-09-02,11131,,,,,1
2011-09-03,11132,,,,,1
2011-09-04,11132,,,,,1
2011-09-05,11132,LaborDay,National,,,1
2011-09-06,11132,,,,,1
2011-09-07,11132,,,,,1
2011-09-08,11132,,,,,1
2011-09-09,11132,,,,,1
2011-09-10,11133,,,,,1
2011-09-11,11133,,,,,0
2011-09-12,11133,,,,,0
2011-09-13,11133,,,,,0
2011-09-14,11133,,,,,0
2011-09-15,11133,,,,,0
2011-09-16,11133,,,,,0
2011-09-17,11134,,,,,0
2011-09-18,11134,,,,,0
2011-09-19,11134,,,,,0
2011-09-20,11134,,,,,0
2011-09-21,11134,,,,,0
2011-09-22,11134,,,,,0
2011-09-23,11134,,,,,0
2011-09-24,11135,,,,,0
2011-09-25,11135,,,,,0
2011-09-26,11135,,,,,0
2011-09-27,11135,,,,,0
2011-09-28,11135,,,,,0
2011-09-29,11135,,,,,0
2011-09-30,11135,,,,,0
2011-10-01,11136,,,,,1
2011-10-02,11136,,,,,1
2011-10-03,11136,,,,,1
2011-10-04,11136,,,,,1
2011-10-05,11136,,,,,1
2011-10-06,11136,,,,,1
2011-10-07,11136,,,,,1
2011-10-08,11137,,,,,1
2011-10-09,11137,,,,,1
2011-10-10,11137,ColumbusDay,National,,,1
2011-10-11,11137,,,,,0
2011-10-12,11137,,,,,0
2011-10-13,11137,,,,,0
2011-10-14,11137,,,,,0
2011-10-15,11138,,,,,0
2011-10-16,11138,,,,,0
2011-10-17,11138,,,,,0
2011-10-18,11138,,,,,0
2011-10-19,11138,,,,,0
2011-10-20,11138,,,,,0
2011-10-21,11138,,,,,0
2011-10-22,11139,,,,,0
2011-10-23,11139,,,,,0
2011-10-24,11139,,,,,0
2011-10-25,11139,,,,,0
2011-10-26,11139,,,,,0
2011-10-27,11139,,,,,0
2011-10-28,11139,,,,,0
2011-10-29,11140,,,,,0
2011-10-30,11140,,,,,0
2011-10-31,11140,Halloween,Cultural,,,0
2011-11-01,11140,,,,,1
2011-11-02,11140,,,,,1
2011-11-03,11140,,,,,1
2011-11-04,11140,,,,,1
2011-11-05,11141,,,,,1
2011-11-06,11141,,,,,1
2011-11-07,11141,EidAlAdha,Religious,,,1
2011-11-08,11141,,,,,1
2011-11-09,11141,,,,,1
2011-11-10,11141,,,,,1
2011-11-11,11141,VeteransDay,National,,,0
2011-11-12,11142,,,,,0
2011-11-13,11142,,,,,0
2011-11-14,11142,,,,,0
2011-11-15,11142,,,,,0
2011-11-16,11142,,,,,0
2011-11-17,11142,,,,,0
2011-11-18,11142,,,,,0
2011-11-19,11143,,,,,0
2011-11-20,11143,,,,,0
2011-11-21,11143,,,,,0
2011-11-22,11143,,,,,0
2011-11-23,11143,,,,,0
2011-11-24,11143,Thanksgiving,National,,,0
2011-11-25,11143,,,,,0
2011-11-26,11144,,,,,0
2011-11-27,11144,,,,,0
2011-11-28,11144,,,,,0
2011-11-29,11144,,,,,0
2011-11-30,11144,,,,,0
2011-12-01,11144,,,,,1
2011-12-02,11144,,,,,1
2011-12-03,11145,,,,,1
2011-12-04,11145,,,,,1
2011-12-05,11145,,,,,1
2011-12-06,11145,,,,,1
2011-12-07,11145,,,,,1
2011-12-08,11145,,,,,1
2011-12-09,11145,,,,,1
2011-12-10,11146,,,,,1
2011-12-11,11146,,,,,0
2011-12-12,11146,,,,,0
2011-12-13,11146,,,,,0
2011-12-14,11146,,,,,0
2011-12-15,11146,,,,,0
2011-12-16,11146,,,,,0
2011-12-17,11147,,,,,0
2011-12-18,11147,,,,,0
2011-12-19,11147,,,,,0
2011-12-20,11147,,,,,0
2011-12-21,11147,,,,,0
2011-12-22,11147,,,,,0
2011-12-23,11147,,,,,0
2011-12-24,11148,,,,,0
2011-12-25,11148,Christmas,National,,,0
2011-12-26,11148,,,,,0
2011-12-27,11148,,,,,0
2011-12-28,11148,Chanukah End,Religious,,,0
2011-12-29,11148,,,,,0
2011-12-30,11148,,,,,0
2011-12-31,11149,,,,,0
2012-01-01,11149,NewYear,National,,,1
2012-01-02,11149,,,,,1
2012-01-03,11149,,,,,1
2012-01-04,11149,,,,,1
2012-01-05,11149,,,,,1
2012-01-06,11149,,,,,1
2012-01-07,11150,OrthodoxChristmas,Religious,,,1
2012-01-08,11150,,,,,1
2012-01-09,11150,,,,,1
2012-01-10,11150,,,,,1
2012-01-11,11150,,,,,0
2012-01-12,11150,,,,,0
2012-01-13,11150,,,,,0
2012-01-14,11151,,,,,0
2012-01-15,11151,,,,,0
2012-01-16,11151,MartinLutherKingDay,National,,,0
2012-01-17,11151,,,,,0
2012-01-18,11151,,,,,0
2012-01-19,11151,,,,,0
2012-01-20,11151,,,,,0
2012-01-21,11152,,,,,0
2012-01-22,11152,,,,,0
2012-01-23,11152,,,,,0
2012-01-24,11152,,,,,0
2012-01-25,11152,,,,,0
2012-01-26,11152,,,,,0
2012-01-27,11152,,,,,0
2012-01-28,11201,,,,,0
2012-01-29,11201,,,,,0
2012-01-30,11201,,,,,0
2012-01-31,11201,,,,,0
2012-02-01,11201,,,,,1
2012-02-02,11201,,,,,1
2012-02-03,11201,,,,,1
2012-02-04,11202,,,,,1
2012-02-05,11202,SuperBowl,Sporting,,,1
2012-02-06,11202,,,,,1
2012-02-07,11202,,,,,1
2012-02-08,11202,,,,,1
2012-02-09,11202,,,,,1
2012-02-10,11202,,,,,1
2012-02-11,11203,,,,,0
2012-02-12,11203,,,,,0
2012-02-13,11203,,,,,0
2012-02-14,11203,ValentinesDay,Cultural,,,0
2012-02-15,11203,,,,,0
2012-02-16,11203,,,,,0
2012-02-17,11203,,,,,0
2012-02-18,11204,,,,,0
2012-02-19,11204,,,,,0
2012-02-20,11204,PresidentsDay,National,,,0
2012-02-21,11204,,,,,0
2012-02-22,11204,LentStart,Religious,,,0
2012-02-23,11204,,,,,0
2012-02-24,11204,,,,,0
2012-02-25,11205,,,,,0
2012-02-26,11205,,,,,0
2012-02-27,11205,,,,,0
2012-02-28,11205,,,,,0
2012-02-29,11205,LentWeek2,Religious,,,0
2012-03-01,11205,,,,,1
2012-03-02,11205,,,,,1
2012-03-03,11206,,,,,1
2012-03-04,11206,,,,,1
2012-03-05,11206,,,,,1
2012-03-06,11206,,,,,1
2012-03-07,11206,,,,,1
2012-03-08,11206,Purim End,Religious,,,1
2012-03-09,11206,,,,,1
2012-03-10,11207,,,,,1
2012-03-11,11207,,,,,0
2012-03-12,11207,,,,,0
2012-03-13,11207,,,,,0
2012-03-14,11207,,,,,0
2012-03-15,11207,,,,,0
2012-03-16,11207,,,,,0
2012-03-17,11208,StPatricksDay,Cultural,,,0
2012-03-18,11208,,,,,0
2012-03-19,11208,,,,,0
2012-03-20,11208,,,,,0
2012-03-21,11208,,,,,0
2012-03-22,11208,,,,,0
2012-03-23,11208,,,,,0
2012-03-24,11209,,,,,0
2012-03-25,11209,,,,,0
2012-03-26,11209,,,,,0
2012-03-27,11209,,,,,0
2012-03-28,11209,,,,,0
2012-03-29,11209,,,,,0
2012-03-30,11209,,,,,0
2012-03-31,11210,,,,,0
2012-04-01,11210,,,,,1
2012-04-02,11210,,,,,1
2012-04-03,11210,,,,,1
2012-04-04,11210,,,,,1
2012-04-05,11210,,,,,1
2012-04-06,11210,,,,,1
2012-04-07,11211,,,,,1
2012-04-08,11211,Easter,Cultural,,,1
2012-04-09,11211,,,,,1
2012-04-10,11211,,,,,1
2012-04-11,11211,,,,,0
2012-04-12,11211,,,,,0
2012-04-13,11211,,,,,0
2012-04-14,11212,Pesach End,Religious,,,0
2012-04-15,11212,OrthodoxEaster,Religious,,,0
2012-04-16,11212,,,,,0
2012-04-17,11212,,,,,0
2012-04-18,11212,,,,,0
2012-04-19,11212,,,,,0
2012-04-20,11212,,,,,0
2012-04-21,11213,,,,,0
2012-04-22,11213,,,,,0
2012-04-23,11213,,,,,0
2012-04-24,11213,,,,,0
2012-04-25,11213,,,,,0
2012-04-26,11213,,,,,0
2012-04-27,11213,,,,,0
2012-04-28,11214,,,,,0
2012-04-29,11214,,,,,0
2012-04-30,11214,,,,,0
2012-05-01,11214,,,,,1
2012-05-02,11214,,,,,1
2012-05-03,11214,,,,,1
2012-05-04,11214,,,,,1
2012-05-05,11215,Cinco De Mayo,Cultural,,,1
2012-05-06,11215,,,,,1
2012-05-07,11215,,,,,1
2012-05-08,11215,,,,,1
2012-05-09,11215,,,,,1
2012-05-10,11215,,,,,1
2012-05-11,11215,,,,,0
2012-05-12,11216,,,,,0
2012-05-13,11216,Mother's day,Cultural,,,0
2012-05-14,11216,,,,,0
2012-05-15,11216,,,,,0
2012-05-16,11216,,,,,0
2012-05-17,11216,,,,,0
2012-05-18,11216,,,,,0
2012-05-19,11217,,,,,0
2012-05-20,11217,,,,,0
2012-05-21,11217,,,,,0
2012-05-22,11217,,,,,0
2012-05-23,11217,,,,,0
2012-05-24,11217,,,,,0
2012-05-25,11217,,,,,0
2012-05-26,11218,,,,,0
2012-05-27,11218,,,,,0
2012-05-28,11218,MemorialDay,National,,,0
2012-05-29,11218,,,,,0
2012-05-30,11218,,,,,0
2012-05-31,11218,,,,,0
2012-06-01,11218,,,,,1
2012-06-02,11219,,,,,1
2012-06-03,11219,,,,,1
2012-06-04,11219,,,,,1
2012-06-05,11219,,,,,1
2012-06-06,11219,,,,,1
2012-06-07,11219,,,,,1
2012-06-08,11219,,,,,1
2012-06-09,11220,,,,,1
2012-06-10,11220,,,,,1
2012-06-11,11220,,,,,0
2012-06-12,11220,NBAFinalsStart,Sporting,,,0
2012-06-13,11220,,,,,0
2012-06-14,11220,,,,,0
2012-06-15,11220,,,,,0
2012-06-16,11221,,,,,0
2012-06-17,11221,Father's day,Cultural,,,0
2012-06-18,11221,,,,,0
2012-06-19,11221,,,,,0
2012-06-20,11221,,,,,0
2012-06-21,11221,NBAFinalsEnd,Sporting,,,0
2012-06-22,11221,,,,,0
2012-06-23,11222,,,,,0
2012-06-24,11222,,,,,0
2012-06-25,11222,,,,,0
2012-06-26,11222,,,,,0
2012-06-27,11222,,,,,0
2012-06-28,11222,,,,,0
2012-06-29,11222,,,,,0
2012-06-30,11223,,,,,0
2012-07-01,11223,,,,,1
2012-07-02,11223,,,,,1
2012-07-03,11223,,,,,1
2012-07-04,11223,IndependenceDay,National,,,1
2012-07-05,11223,,,,,1
2012-07-06,11223,,,,,1
2012-07-07,11224,,,,,1
2012-07-08,11224,,,,,1
2012-07-09,11224,,,,,1
2012-07-10,11224,,,,,1
2012-07-11,11224,,,,,0
2012-07-12,11224,,,,,0
2012-07-13,11224,,,,,0
2012-07-14,11225,,,,,0
2012-07-15,11225,,,,,0
2012-07-16,11225,,,,,0
2012-07-17,11225,,,,,0
2012-07-18,11225,,,,,0
2012-07-19,11225,,,,,0
2012-07-20,11225,Ramadan starts,Religious,,,0
2012-07-21,11226,,,,,0
2012-07-22,11226,,,,,0
2012-07-23,11226,,,,,0
2012-07-24,11226,,,,,0
2012-07-25,11226,,,,,0
2012-07-26,11226,,,,,0
2012-07-27,11226,,,,,0
2012-07-28,11227,,,,,0
2012-07-29,11227,,,,,0
2012-07-30,11227,,,,,0
2012-07-31,11227,,,,,0
2012-08-01,11227,,,,,1
2012-08-02,11227,,,,,1
2012-08-03,11227,,,,,1
2012-08-04,11228,,,,,1
2012-08-05,11228,,,,,1
2012-08-06,11228,,,,,1
2012-08-07,11228,,,,,1
2012-08-08,11228,,,,,1
2012-08-09,11228,,,,,1
2012-08-10,11228,,,,,1
2012-08-11,11229,,,,,0
2012-08-12,11229,,,,,0
2012-08-13,11229,,,,,0
2012-08-14,11229,,,,,0
2012-08-15,11229,,,,,0
2012-08-16,11229,,,,,0
2012-08-17,11229,,,,,0
2012-08-18,11230,,,,,0
2012-08-19,11230,Eid al-Fitr,Religious,,,0
2012-08-20,11230,,,,,0
2012-08-21,11230,,,,,0
2012-08-22,11230,,,,,0
2012-08-23,11230,,,,,0
2012-08-24,11230,,,,,0
2012-08-25,11231,,,,,0
2012-08-26,11231,,,,,0
2012-08-27,11231,,,,,0
2012-08-28,11231,,,,,0
2012-08-29,11231,,,,,0
2012-08-30,11231,,,,,0
2012-08-31,11231,,,,,0
2012-09-01,11232,,,,,1
2012-09-02,11232,,,,,1
2012-09-03,11232,LaborDay,National,,,1
2012-09-04,11232,,,,,1
2012-09-05,11232,,,,,1
2012-09-06,11232,,,,,1
2012-09-07,11232,,,,,1
2012-09-08,11233,,,,,1
2012-09-09,11233,,,,,1
2012-09-10,11233,,,,,1
2012-09-11,11233,,,,,0
2012-09-12,11233,,,,,0
2012-09-13,11233,,,,,0
2012-09-14,11233,,,,,0
2012-09-15,11234,,,,,0
2012-09-16,11234,,,,,0
2012-09-17,11234,,,,,0
2012-09-18,11234,,,,,0
2012-09-19,11234,,,,,0
2012-09-20,11234,,,,,0
2012-09-21,11234,,,,,0
2012-09-22,11235,,,,,0
2012-09-23,11235,,,,,0
2012-09-24,11235,,,,,0
2012-09-25,11235,,,,,0
2012-09-26,11235,,,,,0
2012-09-27,11235,,,,,0
2012-09-28,11235,,,,,0
2012-09-29,11236,,,,,0
2012-09-30,11236,,,,,0
2012-10-01,11236,,,,,1
2012-10-02,11236,,,,,1
2012-10-03,11236,,,,,1
2012-10-04,11236,,,,,1
2012-10-05,11236,,,,,1
2012-10-06,11237,,,,,1
2012-10-07,11237,,,,,1
2012-10-08,11237,ColumbusDay,National,,,1
2012-10-09,11237,,,,,1
2012-10-10,11237,,,,,1
2012-10-11,11237,,,,,0
2012-10-12,11237,,,,,0
2012-10-13,11238,,,,,0
2012-10-14,11238,,,,,0
2012-10-15,11238,,,,,0
2012-10-16,11238,,,,,0
2012-10-17,11238,,,,,0
2012-10-18,11238,,,,,0
2012-10-19,11238,,,,,0
2012-10-20,11239,,,,,0
2012-10-21,11239,,,,,0
2012-10-22,11239,,,,,0
2012-10-23,11239,,,,,0
2012-10-24,11239,,,,,0
2012-10-25,11239,,,,,0
2012-10-26,11239,EidAlAdha,Religious,,,0
2012-10-27,11240,,,,,0
2012-10-28,11240,,,,,0
2012-10-29,11240,,,,,0
2012-10-30,11240,,,,,0
2012-10-31,11240,Halloween,Cultural,,,0
2012-11-01,11240,,,,,1
2012-11-02,11240,,,,,1
2012-11-03,11241,,,,,1
2012-11-04,11241,,,,,1
2012-11-05,11241,,,,,1
2012-11-06,11241,,,,,1
2012-11-07,11241,,,,,1
2012-11-08,11241,,,,,1
2012-11-09,11241,,,,,1
2012-11-10,11242,,,,,1
2012-11-11,11242,VeteransDay,National,,,0
2012-11-12,11242,,,,,0
2012-11-13,11242,,,,,0
2012-11-14,11242,,,,,0
2012-11-15,11242,,,,,0
2012-11-16,11242,,,,,0
2012-11-17,11243,,,,,0
2012-11-18,11243,,,,,0
2012-11-19,11243,,,,,0
2012-11-20,11243,,,,,0
2012-11-21,11243,,,,,0
2012-11-22,11243,Thanksgiving,National,,,0
2012-11-23,11243,,,,,0
2012-11-24,11244,,,,,0
2012-11-25,11244,,,,,0
2012-11-26,11244,,,,,0
2012-11-27,11244,,,,,0
2012-11-28,11244,,,,,0
2012-11-29,11244,,,,,0
2012-11-30,11244,,,,,0
2012-12-01,11245,,,,,1
2012-12-02,11245,,,,,1
2012-12-03,11245,,,,,1
2012-12-04,11245,,,,,1
2012-12-05,11245,,,,,1
2012-12-06,11245,,,,,1
2012-12-07,11245,,,,,1
2012-12-08,11246,,,,,1
2012-12-09,11246,,,,,1
2012-12-10,11246,,,,,1
2012-12-11,11246,,,,,0
2012-12-12,11246,,,,,0
2012-12-13,11246,,,,,0
2012-12-14,11246,,,,,0
2012-12-15,11247,,,,,0
2012-12-16,11247,Chanukah End,Religious,,,0
2012-12-17,11247,,,,,0
2012-12-18,11247,,,,,0
2012-12-19,11247,,,,,0
2012-12-20,11247,,,,,0
2012-12-21,11247,,,,,0
2012-12-22,11248,,,,,0
2012-12-23,11248,,,,,0
2012-12-24,11248,,,,,0
2012-12-25,11248,Christmas,National,,,0
2012-12-26,11248,,,,,0
2012-12-27,11248,,,,,0
2012-12-28,11248,,,,,0
2012-12-29,11249,,,,,0
2012-12-30,11249,,,,,0
2012-12-31,11249,,,,,0
2013-01-01,11249,NewYear,National,,,1
2013-01-02,11249,,,,,1
2013-01-03,11249,,,,,1
2013-01-04,11249,,,,,1
2013-01-05,11250,,,,,1
2013-01-06,11250,,,,,1
2013-01-07,11250,OrthodoxChristmas,Religious,,,1
2013-01-08,11250,,,,,1
2013-01-09,11250,,,,,1
2013-01-10,11250,,,,,1
2013-01-11,11250,,,,,0
2013-01-12,11251,,,,,0
2013-01-13,11251,,,,,0
2013-01-14,11251,,,,,0
2013-01-15,11251,,,,,0
2013-01-16,11251,,,,,0
2013-01-17,11251,,,,,0
2013-01-18,11251,,,,,0
2013-01-19,11252,,,,,0
2013-01-20,11252,,,,,0
2013-01-21,11252,MartinLutherKingDay,National,,,0
2013-01-22,11252,,,,,0
2013-01-23,11252,,,,,0
2013-01-24,11252,,,,,0
2013-01-25,11252,,,,,0
2013-01-26,11301,,,,,0
2013-01-27,11301,,,,,0
2013-01-28,11301,,,,,0
2013-01-29,11301,,,,,0
2013-01-30,11301,,,,,0
2013-01-31,11301,,,,,0
2013-02-01,11301,,,,,1
2013-02-02,11302,,,,,1
2013-02-03,11302,SuperBowl,Sporting,,,1
2013-02-04,11302,,,,,1
2013-02-05,11302,,,,,1
2013-02-06,11302,,,,,1
2013-02-07,11302,,,,,1
2013-02-08,11302,,,,,1
2013-02-09,11303,,,,,1
2013-02-10,11303,,,,,1
2013-02-11,11303,,,,,0
2013-02-12,11303,,,,,0
2013-02-13,11303,LentStart,Religious,,,0
2013-02-14,11303,ValentinesDay,Cultural,,,0
2013-02-15,11303,,,,,0
2013-02-16,11304,,,,,0
2013-02-17,11304,,,,,0
2013-02-18,11304,PresidentsDay,National,,,0
2013-02-19,11304,,,,,0
2013-02-20,11304,LentWeek2,Religious,,,0
2013-02-21,11304,,,,,0
2013-02-22,11304,,,,,0
2013-02-23,11305,,,,,0
2013-02-24,11305,Purim End,Religious,,,0
2013-02-25,11305,,,,,0
2013-02-26,11305,,,,,0
2013-02-27,11305,,,,,0
2013-02-28,11305,,,,,0
2013-03-01,11305,,,,,1
2013-03-02,11306,,,,,1
2013-03-03,11306,,,,,1
2013-03-04,11306,,,,,1
2013-03-05,11306,,,,,1
2013-03-06,11306,,,,,1
2013-03-07,11306,,,,,1
2013-03-08,11306,,,,,1
2013-03-09,11307,,,,,1
2013-03-10,11307,,,,,1
2013-03-11,11307,,,,,0
2013-03-12,11307,,,,,0
2013-03-13,11307,,,,,0
2013-03-14,11307,,,,,0
2013-03-15,11307,,,,,0
2013-03-16,11308,,,,,0
2013-03-17,11308,StPatricksDay,Cultural,,,0
2013-03-18,11308,,,,,0
2013-03-19,11308,,,,,0
2013-03-20,11308,,,,,0
2013-03-21,11308,,,,,0
2013-03-22,11308,,,,,0
2013-03-23,11309,,,,,0
2013-03-24,11309,,,,,0
2013-03-25,11309,,,,,0
2013-03-26,11309,,,,,0
2013-03-27,11309,,,,,0
2013-03-28,11309,,,,,0
2013-03-29,11309,,,,,0
2013-03-30,11310,,,,,0
2013-03-31,11310,Easter,Cultural,,,0
2013-04-01,11310,,,,,1
2013-04-02,11310,Pesach End,Religious,,,1
2013-04-03,11310,,,,,1
2013-04-04,11310,,,,,1
2013-04-05,11310,,,,,1
2013-04-06,11311,,,,,1
2013-04-07,11311,,,,,1
2013-04-08,11311,,,,,1
2013-04-09,11311,,,,,1
2013-04-10,11311,,,,,1
2013-04-11,11311,,,,,0
2013-04-12,11311,,,,,0
2013-04-13,11312,,,,,0
2013-04-14,11312,,,,,0
2013-04-15,11312,,,,,0
2013-04-16,11312,,,,,0
2013-04-17,11312,,,,,0
2013-04-18,11312,,,,,0
2013-04-19,11312,,,,,0
2013-04-20,11313,,,,,0
2013-04-21,11313,,,,,0
2013-04-22,11313,,,,,0
2013-04-23,11313,,,,,0
2013-04-24,11313,,,,,0
2013-04-25,11313,,,,,0
2013-04-26,11313,,,,,0
2013-04-27,11314,,,,,0
2013-04-28,11314,,,,,0
2013-04-29,11314,,,,,0
2013-04-30,11314,,,,,0
2013-05-01,11314,,,,,1
2013-05-02,11314,,,,,1
2013-05-03,11314,,,,,1
2013-05-04,11315,,,,,1
2013-05-05,11315,OrthodoxEaster,Religious,Cinco De Mayo,Cultural,1
2013-05-06,11315,,,,,1
2013-05-07,11315,,,,,1
2013-05-08,11315,,,,,1
2013-05-09,11315,,,,,1
2013-05-10,11315,,,,,1
2013-05-11,11316,,,,,0
2013-05-12,11316,Mother's day,Cultural,,,0
2013-05-13,11316,,,,,0
2013-05-14,11316,,,,,0
2013-05-15,11316,,,,,0
2013-05-16,11316,,,,,0
2013-05-17,11316,,,,,0
2013-05-18,11317,,,,,0
2013-05-19,11317,,,,,0
2013-05-20,11317,,,,,0
2013-05-21,11317,,,,,0
2013-05-22,11317,,,,,0
2013-05-23,11317,,,,,0
2013-05-24,11317,,,,,0
2013-05-25,11318,,,,,0
2013-05-26,11318,,,,,0
2013-05-27,11318,MemorialDay,National,,,0
2013-05-28,11318,,,,,0
2013-05-29,11318,,,,,0
2013-05-30,11318,,,,,0
2013-05-31,11318,,,,,0
2013-06-01,11319,,,,,1
2013-06-02,11319,,,,,1
2013-06-03,11319,,,,,1
2013-06-04,11319,,,,,1
2013-06-05,11319,,,,,1
2013-06-06,11319,NBAFinalsStart,Sporting,,,1
2013-06-07,11319,,,,,1
